loan_id,age,gender,region,employment_status,employment_length,employer_tenure_years,home_ownership,annual_income,stated_income,verified_income,credit_score,open_accounts,delinq_2yrs,inquiries_6m,util,revol_bal,dti,loan_amount,term,purpose,application_type,grade,sub_grade,interest_rate,ip_risk_score,device_change_30d,has_document_mismatch,income_mismatch_ratio,default,fraud,application_date,issue_date,first_payment_date,days_to_fund
2748,26,Female,West Coast,Employed,9,7.3,Rent,144306.66,109651.57,140618.91,742,12,1,3,44.34,6005.84,23.81,6447.91,36,vacation,individual,B,B5,0.128196706509709,62.6,1,0,0.78,0,0,2024-08-02,2024-08-15,2024-08-30,13
2749,42,Male,Bay of Plenty,Employed,2,2.6,Own,94431.74,105912.08,100665.04,782,2,0,1,9.31,8275.26,26.7,18541.53,60,vacation,individual,A,A4,0.081917599543802,43.3,0,0,1.05,0,0,2023-02-19,2023-02-24,2023-03-20,5
2750,36,Male,Southland,Employed,9,3.8,Rent,216844.42,222987.9,226229.81,683,8,1,0,19.03,5430.44,20.46,5483.01,36,education,individual,D,D5,0.197797471292082,60.5,0,1,0.99,0,0,2024-10-25,2024-11-03,2024-11-18,9
2751,56,Male,Tasman,Self-employed,1,2.0,Mortgage,54615.52,63304.38,52601.88,698,7,1,1,23.11,22997.57,29.59,29430.98,36,vacation,individual,D,D5,0.2079529900067038,3.9,3,0,1.2,0,0,2024-06-14,2024-06-18,2024-07-09,4
2752,54,Other/Prefer not to say,Manawatu-Whanganui,Self-employed,2,0.8,Own,39441.74,40854.87,42198.63,614,3,1,2,66.68,3122.89,26.08,9070.38,36,vacation,joint,F,F4,0.2830146412939465,14.5,0,0,0.97,0,0,2024-09-03,2024-09-09,2024-09-30,6
2753,33,Male,Taranaki,Self-employed,0,6.2,Own,47408.62,57015.16,47704.99,724,13,1,1,16.55,6575.95,20.93,23528.47,36,small_business,individual,C,C1,0.1746216099675906,31.6,1,0,1.2,0,0,2023-03-01,2023-03-03,2023-04-02,2
2754,36,Female,Southland,Employed,2,7.5,Rent,35609.83,44084.49,37498.64,708,6,0,1,7.02,3244.63,15.55,9329.72,60,education,joint,C,C2,0.1418991244609477,54.7,2,0,1.18,0,0,2023-06-16,2023-06-18,2023-07-18,2
2755,37,Male,Southland,Self-employed,2,4.1,Own,69928.13,32696.16,74568.49,660,6,0,0,17.77,14290.02,14.93,17737.06,36,home_improvement,individual,D,D4,0.193031463044873,9.1,1,0,0.44,0,0,2023-07-21,2023-07-23,2023-08-10,2
2756,33,Male,Nelson,Employed,8,3.4,Rent,77811.21,74949.43,76789.58,635,14,0,0,15.85,2054.77,3.23,9760.76,60,small_business,joint,E,E2,0.2392350134359093,53.9,1,0,0.98,0,0,2025-05-06,2025-05-16,2025-06-14,10
2757,40,Female,Taranaki,Self-employed,5,4.2,Mortgage,73324.23,49752.15,75418.81,791,10,0,0,52.4,2048.52,10.0,30220.06,36,home_improvement,individual,A,A3,0.0939634722870015,15.5,1,0,0.66,0,0,2023-05-26,2023-06-02,2023-06-29,7
2758,30,Female,Bay of Plenty,Employed,3,0.0,Mortgage,64516.98,70826.03,63204.84,703,12,0,4,17.82,4610.82,16.96,14599.34,36,education,individual,C,C4,0.1747680791032731,62.5,1,0,1.12,0,0,2024-11-06,2024-11-19,2024-12-15,13
2759,27,Female,Auckland,Self-employed,5,4.6,Rent,70406.11,69692.07,73680.35,625,2,0,2,3.9,17075.08,20.56,20663.88,36,debt_consolidation,joint,E,E1,0.2328426297804622,39.1,1,0,0.95,0,0,2024-03-14,2024-03-16,2024-04-01,2
2760,44,Female,Gisborne,Student,0,0.9,Rent,184229.37,243397.52,185060.94,731,6,2,0,12.32,17810.15,18.6,10093.4,60,education,individual,C,C5,0.1559297085874698,49.4,0,0,1.32,0,0,2023-08-30,2023-09-11,2023-10-07,12
2761,44,Male,Wellington,Student,1,0.7,Mortgage,94294.08,102917.17,98821.72,694,17,1,1,39.32,978.04,25.51,11601.03,60,education,individual,D,D5,0.1839847270711782,43.0,2,0,1.04,0,0,2024-08-03,2024-08-16,2024-09-02,13
2762,30,Male,Nelson,Part-time,5,4.8,Rent,113057.05,107731.39,121676.27,684,12,0,0,13.64,10991.81,20.27,14678.7,36,debt_consolidation,individual,D,D1,0.1805326691017157,45.1,2,0,0.89,0,0,2024-11-17,2024-11-19,2024-12-11,2
2763,47,Female,Auckland,Part-time,5,8.1,Own,72883.42,90208.85,74877.63,739,5,0,1,15.4,4996.22,12.71,16662.85,36,other,individual,C,C4,0.1737614941679115,0.0,1,0,1.2,0,0,2024-07-14,2024-07-23,2024-08-19,9
2764,32,Male,Marlborough,Unemployed,7,4.0,Rent,24656.34,24320.02,24541.12,523,10,1,0,6.58,2869.19,12.54,6318.74,36,medical,individual,G,G4,0.3348450026282455,64.2,0,0,0.99,0,0,2024-04-27,2024-05-04,2024-05-26,7
2765,41,Female,Southland,Part-time,3,10.5,Own,21890.61,20804.85,21806.52,572,5,0,0,29.26,16115.81,22.01,33628.54,36,debt_consolidation,individual,G,G1,0.3373802854433982,23.3,0,1,0.95,0,0,2023-04-18,2023-04-29,2023-05-24,11
2766,46,Female,West Coast,Student,6,7.0,Mortgage,226801.06,255996.05,193268.16,763,15,0,0,37.07,8877.98,9.09,19570.13,36,debt_consolidation,individual,B,B4,0.1254073148889526,48.5,2,0,1.32,0,0,2023-08-14,2023-08-17,2023-09-11,3
2767,38,Male,Taranaki,Unemployed,6,4.5,Own,47242.5,64844.79,45558.79,672,0,0,0,32.29,8487.46,15.96,5401.74,60,medical,individual,D,D4,0.2021860176840682,39.6,2,0,1.42,0,0,2024-11-03,2024-11-06,2024-11-26,3
2768,43,Female,Marlborough,Employed,17,10.7,Mortgage,44895.45,54804.34,46988.87,654,10,0,4,9.57,6488.7,22.34,10982.5,60,vacation,individual,E,E3,0.2381633917183232,27.3,1,0,1.17,0,0,2024-09-22,2024-09-29,2024-10-28,7
2769,33,Male,Hawke's Bay,Employed,1,0.0,Own,75322.98,87629.71,78975.7,600,10,1,4,17.15,3081.54,10.53,2697.83,36,vacation,individual,F,F2,0.2780337713441281,46.2,0,0,1.11,0,0,2024-10-22,2024-10-27,2024-11-20,5
2770,36,Male,Nelson,Student,4,7.2,Rent,90434.79,144712.82,87113.27,692,5,0,0,17.16,5363.53,13.89,7232.83,36,education,individual,D,D2,0.2035699181892409,9.6,1,0,1.66,0,0,2024-10-23,2024-11-02,2024-11-25,10
2771,36,Male,Hawke's Bay,Employed,5,8.4,Mortgage,97563.61,88150.48,98366.43,699,8,1,0,45.33,6001.49,17.96,29871.83,36,medical,individual,D,D4,0.1930583337787076,17.3,1,0,0.9,0,0,2024-03-07,2024-03-21,2024-04-15,14
2772,31,Female,Otago,Unemployed,33,3.4,Rent,188488.76,169462.03,186705.03,766,11,0,1,17.04,1727.15,19.47,16429.08,36,other,individual,B,B4,0.1343271497320925,19.8,1,0,0.91,0,0,2025-03-15,2025-03-29,2025-04-24,14
2773,36,Male,Canterbury,Employed,1,9.2,Rent,159944.85,172598.71,165459.77,702,2,0,1,26.63,8311.66,21.35,6485.41,36,car,joint,C,C4,0.1687739260570118,35.6,0,1,1.04,0,0,2024-10-16,2024-10-22,2024-11-14,6
2774,23,Female,Marlborough,Employed,4,2.7,Mortgage,39957.94,54063.3,44370.52,662,4,0,0,59.5,15238.01,18.4,19061.7,60,small_business,individual,D,D4,0.2040704928431742,47.8,0,0,1.22,0,0,2024-02-23,2024-03-07,2024-03-25,13
2775,33,Female,West Coast,Unemployed,2,4.5,Mortgage,116236.63,100156.78,120354.13,704,8,1,1,5.79,16236.04,17.18,8890.6,36,vacation,individual,C,C5,0.1628122522668419,30.8,0,0,0.83,0,0,2024-03-30,2024-04-11,2024-05-11,12
2776,35,Female,Hawke's Bay,Part-time,4,6.0,Rent,51621.21,72316.9,49891.44,747,6,0,0,22.13,2066.9,15.43,5488.14,36,home_improvement,individual,B,B4,0.1305223161688949,20.4,1,0,1.45,0,0,2023-06-09,2023-06-17,2023-07-13,8
2777,35,Female,Hawke's Bay,Employed,1,3.8,Mortgage,59852.43,45618.06,59617.75,733,7,1,0,22.05,3501.18,27.18,21187.35,36,medical,individual,C,C3,0.1471375037349562,58.0,0,0,0.77,0,0,2024-06-06,2024-06-15,2024-06-30,9
2778,36,Male,Southland,Student,0,3.3,Mortgage,33716.72,34585.14,36080.14,717,9,1,3,41.71,9172.75,11.43,8534.13,36,other,joint,C,C4,0.1701862224334058,70.0,0,0,0.96,0,0,2024-10-11,2024-10-12,2024-10-27,1
2779,37,Male,Wellington,Unemployed,4,3.1,Rent,23536.29,25529.65,21878.54,696,5,0,2,21.67,4024.03,25.95,9909.91,36,medical,individual,D,D2,0.2154279751305227,25.3,2,0,1.17,0,0,2024-08-12,2024-08-15,2024-09-13,3
2780,43,Male,Otago,Employed,2,4.0,Mortgage,63780.67,55710.73,61819.23,645,9,1,0,52.35,2572.04,18.07,11969.7,36,vacation,individual,E,E3,0.245040267302418,20.5,0,0,0.9,0,0,2023-03-18,2023-03-29,2023-04-24,11
2781,47,Female,Wellington,Employed,1,8.2,Mortgage,36627.46,33907.99,37927.67,618,10,0,3,17.95,13245.69,16.6,24402.25,36,small_business,individual,F,F5,0.2976461049769241,33.5,1,0,0.89,0,0,2024-05-23,2024-05-30,2024-06-23,7
2782,32,Other/Prefer not to say,Taranaki,Employed,2,10.1,Rent,113417.47,137158.71,120757.46,609,12,0,0,24.83,3827.27,19.63,26500.69,60,education,joint,F,F1,0.2664483176406826,42.1,1,0,1.14,0,0,2024-03-16,2024-03-22,2024-04-20,6
2783,26,Female,Waikato,Employed,0,0.0,Mortgage,54912.46,73489.96,56584.46,704,4,0,1,14.15,1290.87,11.21,12899.4,36,home_improvement,individual,C,C2,0.1441953554146736,21.9,0,0,1.3,0,0,2023-09-11,2023-09-18,2023-10-07,7
2784,28,Female,Auckland,Employed,15,7.2,Mortgage,78221.25,49050.82,75848.43,710,6,0,0,12.98,9125.44,25.27,12534.68,36,education,individual,C,C2,0.1639853891381931,42.9,1,0,0.65,0,0,2025-02-08,2025-02-16,2025-03-16,8
2785,33,Female,Marlborough,Employed,4,2.7,Own,147658.58,160364.2,151619.78,746,11,0,1,10.82,12048.79,22.82,16387.61,60,other,individual,B,B1,0.1324053269037777,57.1,4,0,1.06,0,0,2023-11-16,2023-11-22,2023-12-19,6
2786,34,Male,Taranaki,Employed,8,8.3,Rent,26661.22,27390.09,27213.5,714,3,0,1,2.85,3281.47,13.72,7020.56,60,car,individual,C,C4,0.1472477898276173,32.3,0,0,1.01,0,0,2025-03-13,2025-03-16,2025-04-01,3
2787,30,Female,Waikato,Student,3,7.6,Own,42081.86,45089.84,42820.02,743,9,0,3,60.93,8549.97,21.86,14846.33,60,home_improvement,individual,B,B4,0.1167859705333698,1.3,1,0,1.05,0,0,2023-09-20,2023-09-22,2023-10-21,2
2788,25,Female,Northland,Employed,12,2.4,Rent,72451.51,71484.04,72099.85,672,9,0,3,53.13,974.91,13.54,13263.84,36,education,individual,D,D3,0.2015006880835301,41.7,1,1,0.99,0,0,2024-08-19,2024-08-31,2024-09-20,12
2789,33,Male,Gisborne,Self-employed,3,3.4,Rent,78406.13,62090.02,78613.88,726,0,0,2,38.41,4345.22,10.2,6847.58,36,vacation,individual,C,C4,0.1768223589103824,15.7,3,0,0.79,0,0,2024-10-19,2024-10-26,2024-11-16,7
2790,40,Other/Prefer not to say,Northland,Employed,4,4.1,Rent,126025.69,171200.78,120307.28,620,7,1,4,15.78,3080.26,20.31,11964.58,60,home_improvement,individual,E,E5,0.2209826871857661,40.4,0,0,1.42,0,0,2025-04-14,2025-04-26,2025-05-11,12
2791,44,Male,Wellington,Student,3,7.4,Own,109363.71,140189.61,122925.93,676,10,0,0,15.25,16447.23,16.79,28025.66,60,other,individual,D,D3,0.1843611442769995,40.2,2,0,1.14,0,0,2024-07-07,2024-07-19,2024-08-08,12
2792,32,Female,Manawatu-Whanganui,Student,7,5.1,Mortgage,68892.51,70904.32,69433.31,570,8,1,2,28.81,14368.92,16.98,7091.75,36,small_business,individual,G,G1,0.3320884655432808,18.8,1,0,1.02,0,0,2024-01-09,2024-01-21,2024-02-12,12
2793,34,Female,West Coast,Employed,4,2.5,Rent,77978.26,74261.61,80116.86,682,7,1,0,29.84,3454.26,26.32,24907.64,60,small_business,individual,D,D1,0.2171035100579424,25.8,0,0,0.93,0,0,2024-09-28,2024-10-09,2024-11-04,11
2794,29,Female,Manawatu-Whanganui,Part-time,2,3.5,Rent,79283.72,73584.16,78419.88,753,10,1,1,37.52,3712.78,23.35,7801.73,36,vacation,individual,B,B1,0.134504640665749,22.4,1,0,0.94,0,0,2023-06-16,2023-06-17,2023-07-06,1
2795,38,Male,Waikato,Student,1,7.3,Rent,26911.67,14340.4,28049.11,684,13,1,1,69.28,21572.24,24.37,12725.73,36,vacation,individual,D,D4,0.2062257325046017,59.2,0,0,0.51,0,0,2025-01-22,2025-01-25,2025-02-22,3
2796,30,Female,Hawke's Bay,Unemployed,5,7.9,Rent,59178.72,66325.38,55336.74,723,11,0,0,37.03,17266.38,10.68,19481.55,36,other,individual,C,C3,0.173974905959494,22.6,1,0,1.2,0,0,2024-04-03,2024-04-15,2024-05-11,12
2797,44,Female,Wellington,Unemployed,3,0.4,Mortgage,75450.08,90997.68,68864.78,696,6,0,1,2.51,1864.78,17.46,8046.52,36,car,individual,D,D5,0.212728127043321,39.5,0,0,1.32,0,0,2023-10-07,2023-10-18,2023-11-08,11
2798,20,Male,Waikato,Employed,1,5.7,Mortgage,85585.66,92225.43,85455.26,646,3,0,0,59.53,4074.11,23.69,11322.72,36,car,joint,E,E1,0.2522522266301176,0.0,0,0,1.08,0,0,2024-11-30,2024-12-04,2024-12-28,4
2799,34,Female,Marlborough,Employed,3,1.2,Own,37328.95,38550.83,41162.74,669,11,0,0,25.41,8064.01,26.76,22744.9,60,medical,individual,D,D2,0.2183423513956554,32.9,0,0,0.94,0,0,2023-10-29,2023-11-11,2023-12-01,13
2800,41,Female,Wellington,Employed,4,6.4,Own,30359.47,32687.33,32193.67,751,4,2,2,19.42,6973.49,17.61,19522.51,36,car,individual,B,B2,0.1391468343242458,54.7,3,0,1.02,0,0,2024-06-14,2024-06-28,2024-07-16,14
2801,40,Female,Waikato,Employed,9,4.9,Mortgage,56467.64,49655.09,54185.09,723,7,1,0,51.61,11112.45,8.22,22922.66,60,medical,individual,C,C5,0.1493052463704585,66.6,0,0,0.92,0,0,2024-08-02,2024-08-03,2024-09-01,1
2802,65,Male,Southland,Employed,0,6.4,Rent,211623.12,201060.79,217083.92,643,10,3,2,15.08,2940.88,23.12,21361.3,36,car,individual,E,E5,0.2426905742394538,49.8,0,0,0.93,0,0,2023-08-06,2023-08-11,2023-09-09,5
2803,41,Female,Northland,Student,2,1.6,Rent,39759.1,40424.4,38494.78,597,14,0,4,9.45,8302.94,23.63,22351.95,36,car,individual,F,F5,0.2746976007215424,33.4,1,0,1.05,0,0,2023-04-12,2023-04-22,2023-05-13,10
2804,28,Female,Otago,Employed,9,10.0,Mortgage,131465.47,156356.53,134268.42,692,14,0,1,12.19,5361.84,17.71,18082.27,36,car,individual,D,D5,0.2036377385335464,28.8,2,0,1.16,0,0,2024-07-07,2024-07-10,2024-08-03,3
2805,37,Male,Wellington,Part-time,5,7.5,Mortgage,168213.0,223012.03,172455.28,645,9,0,0,20.11,12375.9,21.78,14712.33,36,small_business,individual,E,E2,0.253757749284108,35.6,0,1,1.29,0,0,2023-10-15,2023-10-17,2023-11-09,2
2806,20,Male,Otago,Self-employed,2,5.1,Mortgage,66797.6,67076.17,69891.93,669,7,0,1,38.78,2733.57,7.23,53964.25,36,car,joint,D,D5,0.1940124565281256,20.6,2,0,0.96,0,0,2023-06-16,2023-06-19,2023-07-13,3
2807,37,Other/Prefer not to say,Gisborne,Employed,9,9.2,Own,43227.57,36356.24,39843.58,593,4,1,0,11.25,2335.95,24.95,40406.84,36,debt_consolidation,individual,F,F2,0.2809432280432989,35.8,0,0,0.91,0,0,2024-09-12,2024-09-20,2024-10-14,8
2808,30,Female,Gisborne,Employed,3,10.6,Own,88418.3,93469.58,82823.24,742,17,0,1,5.65,7067.66,21.85,70000.0,36,education,individual,B,B3,0.1306119065665777,34.9,1,0,1.13,0,0,2023-02-05,2023-02-11,2023-03-13,6
2809,47,Female,Northland,Employed,3,3.7,Rent,73067.34,106115.57,72791.25,674,8,1,2,13.08,6592.16,12.44,13522.33,36,vacation,individual,D,D3,0.2001367594728934,30.1,1,0,1.46,0,0,2025-01-13,2025-01-26,2025-02-22,13
2810,33,Male,Manawatu-Whanganui,Part-time,19,4.3,Rent,38819.58,33324.23,36815.67,683,12,0,4,10.31,3815.06,28.95,13730.86,36,small_business,individual,D,D2,0.2187736016699538,53.3,0,0,0.91,0,0,2025-01-10,2025-01-24,2025-02-14,14
2811,37,Male,Bay of Plenty,Student,15,7.4,Own,43776.87,53721.58,41347.86,630,10,0,1,33.95,5474.76,5.62,5433.91,36,vacation,individual,E,E4,0.2383127186077656,11.5,2,0,1.3,0,0,2023-12-19,2023-12-26,2024-01-21,7
2812,32,Male,Tasman,Employed,2,0.0,Own,85330.78,112397.03,86490.67,663,7,0,1,12.97,4442.21,19.15,4366.4,36,education,individual,D,D4,0.2024625457750404,48.6,1,0,1.3,0,0,2024-11-06,2024-11-18,2024-12-16,12
2813,55,Male,Nelson,Part-time,1,3.4,Rent,113801.02,111297.06,108588.73,687,7,0,1,18.73,10426.75,28.15,11741.41,36,small_business,individual,D,D1,0.1947092913132101,59.5,0,0,1.02,0,0,2025-06-17,2025-06-23,2025-07-12,6
2814,35,Female,Auckland,Unemployed,2,2.8,Mortgage,53555.21,48727.48,59600.67,643,3,0,3,7.3,4456.97,34.38,45975.32,36,other,individual,E,E2,0.2235239251268126,30.2,1,0,0.82,0,0,2023-03-14,2023-03-20,2023-04-10,6
2815,56,Female,Taranaki,Employed,0,5.7,Mortgage,62358.95,72647.64,60696.57,667,13,0,2,20.21,5503.38,9.84,29756.14,36,medical,individual,D,D3,0.2107160285925894,42.2,0,0,1.2,0,0,2024-10-09,2024-10-21,2024-11-07,12
2816,46,Female,Auckland,Self-employed,0,1.6,Mortgage,97083.4,108795.87,95771.65,763,9,1,1,21.83,2868.91,19.92,11827.63,60,small_business,individual,B,B5,0.1333329273220426,47.3,0,0,1.14,0,0,2023-12-19,2023-12-22,2024-01-07,3
2817,43,Male,Auckland,Self-employed,3,2.2,Rent,58609.4,69683.93,59481.33,575,15,0,2,27.28,10008.19,16.99,20384.47,60,education,individual,G,G4,0.3199866697200273,64.2,0,0,1.17,0,0,2025-06-09,2025-06-21,2025-07-16,12
2818,42,Female,Tasman,Employed,14,10.2,Own,54314.49,79556.71,50219.3,691,7,1,3,37.64,4485.94,18.11,7358.9,60,other,individual,D,D3,0.1811625600624177,15.3,0,0,1.58,0,0,2023-03-11,2023-03-24,2023-04-22,13
2819,42,Male,Taranaki,Unemployed,10,10.5,Mortgage,41313.23,44759.14,42363.63,633,8,0,2,44.16,29810.95,18.96,22957.01,36,car,individual,E,E5,0.2248216188665336,31.6,1,0,1.06,0,0,2024-02-29,2024-03-14,2024-04-02,14
2820,19,Male,Tasman,Employed,4,9.6,Rent,40885.54,33180.87,41583.59,760,4,0,2,45.06,3031.92,21.51,15970.44,36,medical,individual,B,B1,0.1297254387539184,43.1,1,0,0.8,0,0,2024-12-08,2024-12-16,2025-01-03,8
2821,35,Female,Northland,Employed,4,0.0,Mortgage,300000.0,318998.4,294760.42,669,8,1,1,18.97,5170.78,36.07,37504.03,36,small_business,individual,D,D2,0.1882647744839533,37.4,0,0,1.08,0,0,2025-02-19,2025-03-03,2025-03-22,12
2822,46,Female,Northland,Employed,0,4.4,Mortgage,57781.36,63461.92,58572.75,617,4,0,1,29.63,5063.19,27.66,15782.29,36,other,individual,F,F4,0.2703264852670932,59.1,2,0,1.08,0,0,2024-07-14,2024-07-21,2024-08-12,7
2823,38,Female,Tasman,Part-time,1,4.4,Own,147440.14,192178.45,150597.44,667,11,0,2,41.61,4108.91,6.12,1552.63,60,home_improvement,individual,D,D5,0.2152378601541262,9.3,4,0,1.28,0,0,2025-04-07,2025-04-14,2025-05-10,7
2824,24,Male,Manawatu-Whanganui,Unemployed,0,10.4,Rent,178534.75,180435.63,191346.32,701,9,1,1,17.9,18170.1,11.84,13204.32,36,vacation,individual,C,C5,0.1771947158549427,42.7,1,0,0.94,0,0,2024-10-03,2024-10-09,2024-10-27,6
2825,37,Female,Bay of Plenty,Employed,7,6.7,Other,58220.52,56368.32,65498.85,847,15,1,1,36.83,773.28,24.09,13345.36,36,other,individual,A,A5,0.0901805240420405,40.8,1,0,0.86,0,0,2024-05-31,2024-06-05,2024-07-04,5
2826,55,Female,Canterbury,Employed,1,0.5,Rent,81080.72,62899.28,76777.36,553,3,0,0,35.4,9840.81,9.15,13986.27,36,car,individual,G,G1,0.3332944555904925,25.7,2,0,0.82,0,0,2024-03-03,2024-03-13,2024-04-05,10
2827,50,Female,Auckland,Employed,10,6.7,Mortgage,69122.09,80145.86,64638.32,608,14,0,2,46.42,4146.68,9.26,3923.25,36,education,individual,F,F1,0.2875493456500581,64.1,0,0,1.24,0,0,2024-06-22,2024-06-30,2024-07-21,8
2828,37,Male,Southland,Unemployed,5,2.5,Mortgage,24706.78,42486.8,24833.71,758,5,0,2,39.89,6871.48,14.7,67410.81,60,education,individual,B,B1,0.1308383432079462,35.2,0,0,1.71,0,0,2023-06-09,2023-06-14,2023-07-08,5
2829,48,Other/Prefer not to say,Southland,Employed,1,4.6,Rent,25615.65,25756.07,22953.01,589,10,0,0,44.88,3091.67,24.66,16390.43,36,small_business,individual,F,F3,0.2751673605204467,34.0,0,0,1.12,0,0,2023-05-29,2023-06-07,2023-07-04,9
2830,34,Female,Hawke's Bay,Student,1,3.5,Mortgage,66933.28,76330.11,69106.65,681,4,0,4,27.26,4925.15,25.7,13111.27,36,small_business,individual,D,D4,0.2081826818524995,0.0,0,0,1.1,0,0,2025-02-14,2025-02-23,2025-03-21,9
2831,21,Female,Southland,Part-time,5,5.8,Own,50372.19,47371.69,50657.0,651,10,0,3,32.46,5101.78,10.91,10444.15,36,other,individual,E,E5,0.2283741945449598,64.2,0,0,0.94,0,0,2023-08-18,2023-08-19,2023-09-09,1
2832,29,Male,Auckland,Self-employed,12,6.7,Mortgage,202215.81,160507.39,205929.37,642,0,0,1,47.5,2651.65,3.15,10191.7,36,vacation,individual,E,E3,0.2480732442523462,26.7,0,0,0.78,0,0,2024-12-12,2024-12-18,2025-01-16,6
2833,54,Male,Canterbury,Employed,6,5.9,Mortgage,56398.55,64116.53,55542.5,670,6,0,2,42.43,3315.49,26.31,5423.54,60,medical,individual,D,D4,0.2049778238513013,37.4,0,0,1.15,0,0,2024-07-15,2024-07-22,2024-08-18,7
2834,35,Male,Wellington,Employed,2,3.3,Rent,209546.29,221204.95,212218.17,660,9,0,0,18.08,29816.09,24.29,34654.4,60,home_improvement,individual,D,D4,0.2154162699798799,29.6,0,0,1.04,0,0,2023-03-08,2023-03-11,2023-04-07,3
2835,36,Male,Manawatu-Whanganui,Employed,4,5.2,Rent,48840.14,27979.99,49993.35,743,16,0,1,15.87,4544.21,19.14,15332.12,36,debt_consolidation,individual,B,B1,0.1225617520411562,46.3,0,0,0.56,0,0,2025-03-22,2025-03-29,2025-04-20,7
2836,35,Female,Otago,Self-employed,2,1.7,Rent,204733.17,280895.09,206780.74,760,0,0,1,5.5,4601.79,16.93,16194.05,36,home_improvement,individual,B,B2,0.1372301793992107,30.6,2,0,1.36,0,0,2024-01-16,2024-01-27,2024-02-22,11
2837,57,Male,Otago,Self-employed,35,4.3,Own,88079.69,99811.28,82155.9,706,9,0,1,51.52,15021.7,17.89,33111.15,36,other,individual,C,C5,0.1622349527152888,29.5,0,0,1.21,0,0,2023-02-27,2023-03-10,2023-03-30,11
2838,54,Male,Canterbury,Employed,7,3.1,Mortgage,91136.87,97040.64,91920.67,666,7,1,3,32.1,8603.73,19.1,10922.7,60,vacation,individual,D,D2,0.217415461338487,62.4,0,0,1.06,0,0,2023-09-16,2023-09-23,2023-10-15,7
2839,60,Male,Auckland,Employed,5,0.0,Own,47814.5,46169.9,52246.82,696,1,0,3,42.72,4823.12,13.59,38521.23,60,medical,individual,D,D1,0.1808418647883708,44.6,5,0,0.88,0,0,2023-12-08,2023-12-22,2024-01-08,14
2840,36,Male,Otago,Student,3,5.5,Rent,91884.98,103927.32,92991.7,728,5,0,1,31.59,4038.99,28.25,11025.53,36,vacation,individual,C,C3,0.1423794471107702,44.4,4,0,1.12,0,0,2025-04-17,2025-04-30,2025-05-24,13
2841,41,Male,Canterbury,Employed,5,2.6,Mortgage,179471.3,204647.39,180701.18,740,7,1,1,50.88,3435.37,1.88,8816.89,36,home_improvement,individual,B,B2,0.1339153773273287,17.2,2,0,1.13,0,0,2023-05-10,2023-05-21,2023-06-14,11
2842,23,Female,Tasman,Employed,2,1.4,Rent,59590.18,67352.65,64238.33,702,11,1,0,7.49,27025.64,26.58,11995.3,36,car,individual,C,C2,0.1718653372184363,44.4,1,0,1.05,0,0,2024-12-27,2024-12-29,2025-01-26,2
2843,53,Female,Taranaki,Unemployed,0,8.8,Mortgage,53024.24,67001.36,51047.46,772,9,0,1,21.94,2032.95,11.49,13773.06,36,home_improvement,individual,B,B5,0.1165462194441842,20.0,0,0,1.31,0,0,2023-06-21,2023-06-28,2023-07-13,7
2844,26,Male,Nelson,Employed,3,2.2,Rent,56054.8,73378.77,58548.34,643,4,0,1,20.63,1877.51,2.37,34300.31,36,debt_consolidation,individual,E,E5,0.2596641294759533,51.0,0,0,1.25,0,0,2025-02-08,2025-02-09,2025-03-11,1
2845,40,Male,Northland,Unemployed,13,9.0,Rent,171821.17,249332.9,167266.56,748,2,0,0,8.46,2703.36,21.51,18379.45,36,other,individual,B,B5,0.1311360835740372,43.4,0,0,1.49,0,0,2024-09-05,2024-09-10,2024-09-30,5
2846,27,Male,Waikato,Unemployed,5,2.9,Mortgage,108592.03,95846.75,114491.74,722,11,0,2,19.61,1734.7,22.69,19646.16,36,small_business,individual,C,C3,0.154845070310841,24.8,3,0,0.84,0,0,2023-07-28,2023-08-06,2023-08-21,9
2847,32,Male,Northland,Self-employed,0,0.0,Rent,154933.39,144911.63,161115.61,643,8,1,2,6.48,5736.09,16.05,6414.5,60,medical,individual,E,E5,0.2421310728338941,38.9,2,0,0.9,0,1,2025-03-13,2025-03-20,2025-04-12,7
2848,30,Female,Auckland,Employed,11,4.7,Mortgage,78457.8,88048.2,76840.48,694,15,0,0,29.49,9724.68,22.45,17063.59,36,medical,individual,D,D2,0.1859071685433462,43.7,0,1,1.15,0,0,2023-12-20,2023-12-27,2024-01-24,7
2849,32,Female,Nelson,Employed,2,6.0,Mortgage,66551.69,59509.31,65666.68,698,8,0,2,20.93,3133.62,2.95,4868.95,36,education,individual,D,D2,0.2057798591639782,54.5,0,1,0.91,0,0,2024-04-15,2024-04-26,2024-05-12,11
2850,33,Female,Canterbury,Employed,1,7.0,Mortgage,83826.88,77656.97,87925.22,671,14,0,1,10.32,2432.89,28.06,9525.94,36,education,individual,D,D4,0.1878366237357159,31.0,1,0,0.88,0,0,2025-03-08,2025-03-21,2025-04-15,13
2851,33,Female,Wellington,Employed,2,2.9,Other,123529.8,141447.29,112069.63,671,11,1,2,17.94,10143.1,8.92,15533.77,36,debt_consolidation,joint,D,D2,0.2162474358753167,54.9,0,0,1.26,0,0,2023-04-26,2023-05-08,2023-05-24,12
